IdEntidad;GÇnero;Fecha nacimiento;Localidad;Provincia;C¢digo postal;Fidelidad;Fecha entrega;Fecha matriculaci¢n;Fecha venta;Fecha apertura;Km £ltima OR;Gama;Modelo;Versi¢n;Motor;Color
9587323#1;male;01/05/1946;SEVILLA;Sevilla;41018;FIEL;10/01/2019;10/01/2019;10/01/2019;25/01/2022;15272;AURIS;AURIS hybrid Feel Edition;2019;1.8;Blanco Classic
9587098#1;N/A;01/09/1984;SEVILLA;Sevilla;41009;FIEL;15/06/2017;15/06/2017;27/12/2018;14/03/2022;53528;VERSO;VERSO 115D Advance 7 Plazas;2017;1.6;Plata
9587025#1;female;02/03/1982;ALCALµ DE GUADAIRA;Sevilla;41500;FIEL;06/11/2018;06/11/2018;22/11/2018;27/08/2021;40332;TOYOTA C-HR;TOYOTA C-HR 125H eCVT 5 P. ADV;2019;1.8;Blanco Perlado
9586840#1;male;23/05/1966;ALMENSILLA;Sevilla;41111;FIEL;;30/04/2019;30/04/2019;21/12/2021;46832;COROLLA SEDAN;Corolla SD 125H e-CVT Business;2019;1.8;Plata
9586642#1;male;03/11/2006;VEGAS DE ALMENARA;Sevilla;41470;FIEL;18/12/2018;18/12/2018;18/12/2018;18/01/2022;80166;RAV 4;RAV4 HYBRID 4X2 ADVANCE;2019;2.5;Rojo Tokio
9586577#1;male;;BADAJOZ;Badajoz;6006;INFIEL;;29/11/2005;29/11/2005;07/11/2019;150655;AVENSIS;AVENSIS 2.2 150 BERLINA SOL;2003;2.2;AZUL OSCURO MM
9586265#1;male;01/09/1979;SEVILLA;Sevilla;41014;FIEL;26/12/2018;27/12/2018;26/12/2018;03/05/2022;1;RAV 4;RAV4 HYBRID 4X2 ADVANCE;2019;2.5;Gris Grafito
9586139#1;male;21/11/1966;ALJARAQUE;Huelva;21110;INFIEL;17/12/2014;17/12/2014;13/07/2018;14/12/2018;169820;RAV 4;RAV4 120D 4x4 Advance;2014;120D ECO;Gris Grafito
9586105#1;male;;SEVILLA;Sevilla;41015;INFIEL;;;;23/10/2018;275498;N/A;N/A;2002;N/A;N/A
9585267#1;male;13/09/1948;SEVILLA;Sevilla;41005;FIEL;;27/12/2018;27/12/2018;13/06/2022;28103;AURIS;AURIS hybrid Feel Edition;2019;1.8;Blanco Classic
9585242#1;male;13/03/1971;ALCALµ DEL R÷O;Sevilla;41200;FIEL;07/06/2017;07/06/2017;29/05/2020;23/06/2022;1;AVENSIS;Avensis 150D TS Advance;2016;2.0D;Pure White
9585242#1;male;13/03/1971;ALCALµ DEL R÷O;Sevilla;41200;FIEL;24/04/2019;24/04/2019;29/05/2020;28/05/2020;12079;YARIS;YARIS 70 Active 5P;2020;1.0;Rojo Classic
9585028#1;male;;SEVILLA;Sevilla;41010;INFIEL;;13/05/2008;13/05/2008;14/12/2018;98119;YARIS;YARIS 1.3 3P EDICION ESPECIAL;2007;1.3;ROJO
9584918#1;male;09/05/1966;GRANADA;Granada;18006;FIEL;09/02/2018;09/02/2018;05/12/2018;13/12/2021;100803;TOYOTA C-HR;TOYOTA C-HR 125H eCVT 5 P. ADV;2018;1.8;Gris Grafito
9584534#1;female;17/03/1955;SEVILLA;Sevilla;41016;FIEL;29/04/2019;30/04/2019;29/04/2019;06/05/2022;102694;LAND CRUISER;LAND CRUISER 204D VX 3P T/M;2019;2.8;Gris Grafito
9584497#1;male;02/02/1982;LOS PALACIOS Y VILLAFRANCA;Sevilla;41720;FIEL;23/06/2017;23/06/2017;27/09/2018;24/01/2022;88650;AVENSIS;Avensis 150D TS Advance;2017;2.0D;Blanco Classic
9584114#1;male;24/03/1948;SEVILLA;Sevilla;41008;FIEL;;27/12/2018;27/12/2018;17/11/2021;25113;YARIS;YARIS 70 Active 5P;2020;1.0;Rojo Classic
9584052#1;male;07/02/1973;;;;FIEL;;27/12/2018;27/12/2018;02/11/2021;85004;RAV 4;RAV4 150D 4X2 ADVANCE;2018;2.0D;Gris Grafito
9583716#1;male;03/10/1949;DOS HERMANAS;Sevilla;41703;FIEL;10/04/2019;15/04/2019;10/04/2019;01/03/2022;16996;COROLLA;Corolla 125H e-CVT Feel!;2019;1.8;Plata
9583086#1;male;15/06/1989;CASTILLEJA DE LA CUESTA;Sevilla;41950;INFIEL;26/10/2018;29/10/2018;26/10/2018;05/08/2020;9866;TOYOTA C-HR;TOYOTA C-HR 125H eCVT 5 P. ADV;2019;1.8;Blanco Perlado
9582964#1;male;08/11/1964;GELVES;Sevilla;41120;FIEL;;28/12/2021;28/12/2021;11/07/2022;14876;COROLLA SEDAN;Corolla Sedan  125H e-CVT Seda;2021;1.8;Blanco Classic
9568850#1;male;29/03/1971;SEVILLA;Sevilla;41013;FIEL;18/12/2018;18/12/2018;18/12/2018;11/03/2022;46231;TOYOTA C-HR;TOYOTA C-HR 125H eCVT 5 P. ADV;2019;1.8;Gris Diamante
9568348#1;male;21/06/1984;;;;FIEL;;13/07/2011;13/12/2018;;;;Auris Diesel;2011;;
9568348#1;male;21/06/1984;;;;FIEL;13/07/2011;28/02/2011;28/02/2011;10/01/2022;127576;AURIS;AURIS 1.4 D4D DPF 5P ACTIVE;2010;1.4 LOW;Gris Silver Metal
9559854#1;female;;LOS MOLARES;Sevilla;41750;INFIEL;19/01/2012;20/01/2012;19/01/2012;16/11/2018;177533;AURIS;AURIS 1.4 D4D DPF 5P ACTIVE;2011;1.4 LOW;Gris Silver Metal
9559837#1;female;03/01/1970;CARMONA;Sevilla;41410;INFIEL;31/07/2015;31/07/2015;29/11/2018;14/06/2019;45964;YARIS;YARIS 70 Active 5P;2015;1.0;Blanco Classic
9557274#1;male;27/09/1973;SEVILLA;Sevilla;41008;FIEL;27/12/2018;27/12/2018;27/12/2018;30/11/2021;31845;YARIS;YARIS hybrid Active;2020;1.5;Azul NÇbula
9554148#1;male;09/03/1975;ALCALµ DE GUADAIRA;Sevilla;41500;FIEL;21/03/2017;21/03/2017;20/11/2018;29/04/2022;94766;AURIS;AURIS 5P 90D M/T ACTIVE;2017;1.4 LOW;Azul Denim
9553585#1;male;;MEDINA - SIDONIA;C†diz;11170;INFIEL;;31/10/2006;31/10/2006;14/11/2018;196878;COROLLA SEDAN;COROLLA 1.4 D4D 90 5P LUNA;2006;1.4 High;NEGRO MICA MT
9553229#1;female;;SEVILLA;Sevilla;41008;INFIEL;;;31/08/2005;21/05/2019;90798;AVENSIS;AVENSIS 1.8 4P SOL;2003;1.8;NEGRO MICA M
9553209#1;female;;Jerez de la Frontera;C†diz;11406;INFIEL;;;;19/10/2018;151800;N/A;N/A;2002;N/A;N/A
9552599#1;male;28/08/1985;CµDIZ;C†diz;11012;FIEL;25/04/2018;26/04/2018;25/04/2018;04/02/2022;84742;AURIS TOURING SPORTS;AURIS hybrid TS Feel Edition;2018;1.8;Rojo Tokio
9552568#1;male;;CARMONA;Sevilla;41410;INFIEL;;;;14/12/2018;112821;AVENSIS;AVENSIS 2.0 5P EXECUTIVE AUTO;2003;2.0 High;PLATA MT
9552549#1;female;28/09/1958;SEVILLA;Sevilla;41002;FIEL;29/05/2018;29/05/2018;31/08/2018;25/10/2021;45527;YARIS;YARIS hybrid Active;2018;1.5;Azul NÇbula
9552539#1;N/A;;;;;INFIEL;;03/05/2007;15/10/2015;11/10/2018;269314;YARIS;"YARIS 1.3 5P ""YARIS""";2007;1.3;Plata Oscuro Metal
9552416#1;male;;DISEMINADO;C†diz;11540;INFIEL;09/03/2012;09/03/2012;30/06/2014;30/07/2018;135218;AURIS;AURIS 1.4 D 5P DPF LIVE 118GR;2011;1.4 LOW;Negro Black Ice
9552169#1;male;16/12/1971;Mairena del Alcor;Sevilla;41510;FIEL;17/12/2020;19/12/2020;17/12/2020;07/12/2021;9925;PROACE CITY VERSO;Proace City Verso 1.2L 110CV T;2020;1.2T;Gris Falcon
9551787#1;male;;SEVILLA;Sevilla;41006;FIEL;27/10/2017;27/10/2017;27/10/2017;05/08/2021;78229;AVENSIS;AVENSIS 150D Advance;2017;2.0D;Gris Grafito
9551732#1;female;16/05/1982;SEVILLA;Sevilla;41006;FIEL;17/02/2017;17/02/2017;29/05/2018;03/06/2022;72048;YARIS;YARIS 100 Active 5P;2016;1.33;Azul elÇctrico
9549023#1;male;20/05/1984;BERLANGA;Badajoz;6930;FIEL;18/12/2018;18/12/2018;18/12/2018;08/04/2022;46641;LAND CRUISER;LAND CRUISER 204D NX 5P T/M;2019;2.8;Blanco Classic
9548976#1;female;17/07/1993;HUELVA;Huelva;21006;FIEL;17/02/2017;17/02/2017;28/05/2018;05/10/2021;1;YARIS;YARIS 100 Active 5P;2016;1.33;Blanco Classic
9547735#1;male;06/12/1966;SEVILLA;Sevilla;41009;FIEL;30/03/2017;30/03/2017;30/11/2018;26/04/2022;36523;YARIS;YARIS 1.0 5P LUNA;2016;1.0;Blanco Classic
9545722#1;male;14/09/1973;Utrera;Sevilla;41710;POT INFIEL;26/12/2018;27/12/2018;27/12/2018;09/07/2021;44795;AURIS;AURIS hybrid Active;2019;1.8;Blanco Classic
9545627#1;male;29/06/1963;CARMONA;Sevilla;41410;INFIEL;;31/07/2019;31/07/2019;05/08/2019;0;LAND CRUISER;LAND CRUISER 180D GX 3P T/M;2019;2.8;Blanco Classic
9545484#1;female;12/11/1965;SEVILLA;Sevilla;41008;FIEL;28/01/2019;29/01/2019;28/01/2019;12/04/2022;43290;TOYOTA C-HR;TOYOTA C-HR 125H eCVT 5 P. ADV;2019;1.8;Gris Diamante
9544704#1;female;;SEVILLA;Sevilla;41001;INFIEL;;30/06/2006;30/06/2006;03/12/2018;83592;COROLLA SEDAN;COROLLA 2.0 D4D 116 5P LUNA;2006;2.0 High;PLATA MICA MT
9544058#1;female;13/09/1948;SEVILLA;Sevilla;41008;FIEL;;28/09/2018;28/09/2018;08/10/2021;26897;YARIS;YARIS hybrid Active;2019;1.5;Azul NÇbula
9540419#1;female;30/06/1970;SEVILLA;Sevilla;41008;FIEL;25/02/2019;25/02/2019;25/02/2019;25/02/2022;2923;YARIS;YARIS hybrid Active;2020;1.5;Rojo Tokio
9540367#1;female;11/04/1977;CASTILLEJA DE LA CUESTA;Sevilla;41950;FIEL;27/12/2018;27/12/2018;27/12/2018;21/01/2022;41471;RAV 4;RAV4 150D 4x2 Executive;2018;2.0D;Negro Azabache
9539055#1;female;16/05/1975;Mairena del Alcor;Sevilla;41510;FIEL;20/12/2018;26/12/2018;20/12/2018;27/09/2021;47061;TOYOTA C-HR;TOYOTA C-HR 125H eCVT 5 P. ADV;2019;1.8;Gris Diamante
953666#1;male;;;;;INFIEL;;01/10/2003;30/09/2003;;;HILUX;HILUX 4X4 DOBLE CABINA;2002;2.4;BLANCO
9532243#1;male;16/12/1970;SEVILLA;Sevilla;41008;FIEL;18/02/2019;19/02/2019;18/02/2019;11/03/2022;38118;RAV 4;RAV4 hybrid 4x2 Feel;2020;2.5;Bi-tono Blanco Perlado
9531744#1;male;28/02/1970;DOS HERMANAS;Sevilla;41702;FIEL;26/12/2018;27/12/2018;26/12/2018;21/12/2021;35417;AURIS;AURIS hybrid Feel Edition;2019;1.8;Blanco Classic
9531375#1;male;10/10/1989;Utrera;Sevilla;41710;FIEL;19/11/2018;19/11/2018;24/10/2019;01/02/2022;86810;TOYOTA C-HR;TOYOTA C-HR 125H eCVT 5 P. ADV;2019;1.8;Gris Grafito
9527979#1;female;;SEVILLA;Sevilla;41019;INFIEL;;;16/05/2005;07/11/2018;107601;COROLLA SEDAN;COROLLA 1.6 5P SOL;2004;1.6;Gris Mica MT
9527844#1;male;08/01/1983;VALDEMORO;Madrid;28342;FIEL;29/07/2019;31/07/2019;31/07/2019;21/07/2021;36173;PROACE VERSO;Proace Family 2.0D L1 150CV;2019;2.0 150D;Blanco Arctic
9527799#1;male;;SEVILLA;Sevilla;41020;INFIEL;;29/12/2005;29/12/2005;21/11/2018;189037;COROLLA SEDAN;COROLLA 2.0 D4D 116 5P SOL;2004;2.0 High;PLATA MICA MT
9527378#1;female;;SEVILLA;Sevilla;41006;INFIEL;;01/03/2006;23/03/2007;13/12/2018;99557;YARIS;"YARIS 1.3 5P ""YARIS""";2006;1.3;Plata
9527292#1;male;19/10/1976;SEVILLA;Sevilla;41003;FIEL;03/12/2018;03/12/2018;05/12/2018;31/05/2022;29678;RAV 4;RAV4 HYBRID 4X2 ADVANCE;2018;2.5;Plata Luna
9527251#1;N/A;;SEVILLA;Sevilla;41002;INFIEL;;31/07/2006;31/07/2006;28/11/2018;271064;COROLLA SEDAN;COROLLA 1.4 D4D 90 5P LUNA;2006;1.4 High;ROJO
9526903#1;male;;SEVILLA;Sevilla;41008;INFIEL;;01/12/2008;30/11/2008;24/07/2020;122452;AURIS;"AURIS 1.4 90 5P ""AURIS""";2007;1.4 High;Plata Metal
9526880#1;female;;SEVILLA;Sevilla;41011;INFIEL;;21/02/2006;17/02/2006;19/11/2018;224314;COROLLA SEDAN;COROLLA 2.0 D4D 116 3P LUNA;2006;2.0 High;GRIS OSCURO MICA MT
9526847#1;female;09/08/1982;SEVILLA;Sevilla;41007;FIEL;29/05/2018;29/05/2018;30/11/2018;31/08/2021;30079;PRIUS;PRIUS ADVANCE;2017;1.8;Negro Cosmo
9526724#1;male;;SEVILLA;Sevilla;41019;INFIEL;04/12/2012;30/11/2012;30/11/2012;13/11/2019;273564;PRIUS;PRIUS Eco;2012;1.8;Blanco Classic
9526653#1;male;;EL CORONIL;Sevilla;41760;INFIEL;08/09/2014;26/09/2014;26/09/2014;18/12/2018;1;HILUX;HILUX D-4D DOBLE CAB. GX;2013;2.4;Blanco Classic
9526645#1;female;03/08/1975;SEVILLA;Sevilla;41011;INFIEL;22/06/2016;22/06/2016;28/11/2018;31/05/2019;46393;AURIS;AURIS hybrid Active;2015;1.8;Abisal
9526499#1;male;;SAN JOSê DE LA RINCONADA;Sevilla;41300;INFIEL;;;;30/10/2018;73397;N/A;N/A;2003;N/A;N/A
9526482#1;female;05/06/1954;LA ALEGR÷A;Sevilla;41500;FIEL;25/01/2017;25/01/2017;14/11/2018;27/10/2021;68797;VERSO;VERSO 115D Advance 7 Plazas;2017;1.6;Azul OcÇano
9526480#1;female;;SEVILLA;Sevilla;41020;FIEL;19/12/2011;03/01/2012;03/01/2012;24/02/2022;143439;AURIS;AURIS hybrid Active;2011;1.8;Negro Black Ice
9526463#1;male;;;;;INFIEL;08/03/2016;;08/03/2016;09/04/2019;87688;AURIS TOURING SPORTS;AURIS 90D TS Active;2015;1.4 LOW;Pure White
9526412#1;male;11/08/1965;SEVILLA;Sevilla;41009;FIEL;07/06/2017;07/06/2017;22/11/2018;23/11/2021;1;AVENSIS;AVENSIS 150D Advance;2016;2.0D;Abisal
9526397#1;male;18/10/1969;BORMUJOS;Sevilla;41930;FIEL;;31/08/2018;31/08/2018;17/08/2021;25685;TOYOTA C-HR;TOYOTA C-HR 125H eCVT 5 P. ADV;2019;1.8;Rojo Tokio
9526388#1;female;;SEVILLA;Sevilla;41005;INFIEL;;24/02/2006;24/02/2006;21/11/2018;94298;COROLLA SEDAN;COROLLA 2.0 D4D 116 5P LUNA;2006;2.0 High;GRIS OSCURO MICA MT
9526359#1;male;10/12/1991;TOCINA;Sevilla;41340;FIEL;;28/10/2021;28/10/2021;29/03/2022;8267;RAV 4;RAV4 HYBRID 4X2 ADVANCE;2022;2.5;Blanco Classic
9526244#1;female;;SEVILLA;Sevilla;41008;INFIEL;;21/02/2006;21/02/2006;19/11/2018;131904;COROLLA SEDAN;COROLLA 1.4 D4D 90 5P LUNA;2006;1.4 High;NEGRO MICA MT
9526006#1;female;29/10/1945;SEVILLA;Sevilla;41015;FIEL;09/02/2018;09/02/2018;28/05/2019;25/04/2022;61112;TOYOTA C-HR;TOYOTA C-HR 125H eCVT 5 P. ADV;2018;1.8;Gris Grafito
9526005#1;female;19/11/1988;FUENTES DE ANDALUC÷A;Sevilla;41420;INFIEL;31/03/2017;31/03/2017;26/10/2018;04/12/2019;32795;YARIS;YARIS 100 Active 5P;2016;1.33;Blanco Classic
9525852#1;male;25/04/1972;MAIRENA DEL ALJARAFE;Sevilla;41927;FIEL;24/10/2018;24/10/2018;28/01/2019;01/10/2021;41368;VERSO;VERSO 130 Advance 7 Plazas;2017;1.6;Blanco Perlado
9525847#1;male;15/08/1974;EL VISO DEL ALCOR;Sevilla;41520;FIEL;24/10/2018;24/10/2018;12/11/2018;02/11/2021;36852;TOYOTA C-HR;TOYOTA C-HR 125H eCVT 5 P. ADV;2019;1.8;Bitono Blanco Perlado y Techo negro
9525830#1;male;25/02/1967;SEVILLA;Sevilla;41018;INFIEL;02/10/2014;02/10/2014;14/11/2018;14/11/2018;47290;YARIS;YARIS hybrid Active;2015;1.5;Blanco Classic
9525802#1;male;09/05/1996;SEVILLA;Sevilla;41005;POT INFIEL;30/09/2016;30/09/2016;07/11/2018;07/06/2021;1;AURIS;AURIS hybrid Active;2016;1.8;Abisal
9525725#1;female;27/07/1981;EL NEVERO;Sevilla;41500;FIEL;09/02/2018;09/02/2018;09/11/2018;11/03/2022;83279;TOYOTA C-HR;TOYOTA C-HR 125H eCVT 5 P. ADV;2018;1.8;Gris Grafito
9525697#1;male;28/11/1977;SEVILLA;Sevilla;41014;FIEL;10/01/2018;10/01/2018;16/10/2018;07/01/2022;41280;YARIS;YARIS HYBRID FEEL! 5P;2018;1.5;Rojo Classic
9525586#1;female;09/02/1968;SEVILLA;Sevilla;41007;FIEL;09/03/2020;09/03/2020;28/10/2021;04/04/2022;21516;TOYOTA C-HR;TOYOTA C-HR 125H eCVT 5 P. ADV;2020;1.8;Azul NÇbula
9525533#1;male;;USAGRE;Badajoz;6290;INFIEL;;;;19/10/2018;123336;N/A;N/A;2003;N/A;N/A
9525436#1;male;19/10/1983;SAN JOSê DE LA RINCONADA;Sevilla;41300;FIEL;13/09/2018;14/09/2018;13/09/2018;13/08/2021;28875;TOYOTA C-HR;TOYOTA C-HR 125H eCVT 5 P. ADV;2019;1.8;Gris Diamante
9525279#1;male;13/02/1954;SEVILLA;Sevilla;41003;FIEL;29/08/2018;29/08/2018;29/08/2018;21/10/2021;45365;TOYOTA C-HR;TOYOTA C-HR 125H eCVT 5 P. ADV;2018;1.8;Gris Diamante
9525224#1;male;14/04/1979;SEVILLA;Sevilla;41015;FIEL;07/06/2018;07/06/2018;07/06/2018;06/07/2022;46474;AURIS;AURIS 120T Active;2017;1.2T;Blanco Classic
9524776#1;male;;ESPARTINAS;Sevilla;41807;FIEL;23/03/2016;23/03/2016;21/11/2017;12/01/2022;197453;PROACE;PROACE 128D FURG ACT L2H1 1-2;2013;2.0 120D;BLANCO
9524776#1;male;;ESPARTINAS;Sevilla;41807;FIEL;12/06/2019;12/06/2019;29/05/2020;01/02/2022;1;PROACE VERSO;PROACE SHUTTLE 150D L2 2-2;2019;2.0 150D;Blanco Arctic
9524760#1;male;;DOS HERMANAS;Sevilla;41701;INFIEL;08/09/2009;11/09/2009;08/09/2009;11/12/2018;255283;YARIS;YARIS 1.4 D-4D 3P LIVE;2009;1.4 High;BLANCO
9524414#1;male;07/06/1958;SEVILLA;Sevilla;41006;N/A;;29/06/2022;29/06/2022;13/07/2022;3;AYGO X CROSS;AYGO 5P 70 M/T X-PLAY;2022;1.0;Blanco Classic
9524414#1;male;07/06/1958;SEVILLA;Sevilla;41006;N/A;20/04/2018;23/04/2018;20/04/2018;08/06/2022;173495;AYGO X CROSS;AYGO 5P 70 M/T X-PLAY;2017;1.0;x-blanco
9523875#1;female;;SEVILLA;Sevilla;41003;FIEL;01/06/2011;31/05/2011;31/05/2011;03/05/2022;83680;YARIS;YARIS 70 Live 5P;2011;1.0;Negro Azabache
9520399#1;male;04/07/1956;LA PUEBLA DE CAZALLA;Sevilla;41540;FIEL;;30/04/2019;30/04/2019;10/12/2021;20256;LAND CRUISER;LAND CRUISER 204D VX 5P T/M;2019;2.8;Blanco Classic
9520286#1;male;30/01/1986;SEVILLA;Sevilla;41020;FIEL;18/02/2019;19/02/2019;18/02/2019;15/12/2021;19304;YARIS;Yaris 110 Manual 5P Active;2020;1.5;Plata
9519143#1;male;;SEVILLA;Sevilla;41006;FIEL;31/10/2018;31/10/2018;28/12/2018;07/03/2022;44396;PROACE VERSO;PROACE SHUTTLE 115D L1 2PL-2PT;2016;1.6 115D;Marron Rich
9514485#1;female;08/11/1989;OURENSE;Ourense;32005;FIEL;10/05/2018;10/05/2018;10/05/2018;21/04/2022;52762;RAV 4;RAV4 HYBRID 4X2 ADVANCE;2018;2.5;Plata Luna
9512017#1;male;10/05/1960;DOS HERMANAS;Sevilla;41701;FIEL;11/03/2019;12/03/2019;11/03/2019;12/05/2022;131086;PRIUS+;PRIUS+ Eco;2018;1.8;Blanco Classic
947300#1;male;20/01/1964;SEVILLA;Sevilla;41013;FIEL;;29/03/2019;29/03/2019;05/04/2022;35120;TOYOTA C-HR;TOYOTA C-HR 125H eCVT 5 P. ADV;2019;1.8;Rojo Tokio
9460062#1;female;04/11/1979;Utrera;Sevilla;41710;FIEL;20/12/2018;20/12/2018;20/12/2018;28/09/2021;67174;AYGO X CROSS;Aygo 70 Manual 5P x-wave;2018;1.0;x-rojo
945779#1;female;;MAIRENA DEL ALJARAFE;Sevilla;41927;FIEL;;29/11/2019;29/11/2019;30/07/2021;41644;HILUX;HILUX 2.4D 150 DC GX;2019;2.4;Blanco Classic
943710#1;female;10/05/1972;SEVILLA;Sevilla;41012;FIEL;27/06/2018;27/06/2018;27/06/2018;27/04/2022;41125;AURIS TOURING SPORTS;AURIS hybrid TS Active;2019;1.8;Gris Plomo
9432530#1;female;17/06/1950;Mairena del Alcor;Sevilla;41510;FIEL;;27/12/2018;27/12/2018;25/05/2022;22302;YARIS;YARIS hybrid Active;2020;1.5;Blanco Classic
9432182#1;male;24/01/1976;PALOMARES DEL R÷O;Sevilla;41928;FIEL;09/01/2019;09/01/2019;09/01/2019;09/02/2022;60082;AURIS TOURING SPORTS;AURIS hybrid TS Feel Edition;2019;1.8;Blanco Classic
9432116#1;female;26/09/1975;EL VISO DEL ALCOR;Sevilla;41520;FIEL;26/11/2018;27/11/2018;26/11/2018;17/02/2022;39758;TOYOTA C-HR;TOYOTA C-HR 125H eCVT 5 P. ADV;2019;1.8;Blanco Perlado
9431872#1;male;06/04/1983;La Lantejuela;Sevilla;41630;FIEL;15/10/2021;18/10/2021;15/10/2021;23/05/2022;1;LAND CRUISER;LAND CRUISER 204D VX 3P T/A;2021;2.8;Bronce Maroc
9431843#1;female;11/12/1949;SEVILLA;Sevilla;41010;FIEL;;31/01/2019;31/01/2019;02/03/2022;18144;YARIS;YARIS HYBRID FEEL! 5P;2020;1.5;Rojo Classic
9431752#1;male;05/07/1954;SEVILLA;Sevilla;41020;FIEL;12/12/2018;13/12/2018;12/12/2018;01/12/2021;36357;PRIUS;PRIUS ADVANCE;2018;1.8;Blanco Classic
9431224#1;male;21/01/1962;ALJARAQUE;Huelva;21110;FIEL;06/07/2018;06/07/2018;06/07/2018;08/03/2022;68467;AURIS TOURING SPORTS;AURIS hybrid TS Active;2019;1.8;Azul Denim
9429103#1;male;;SEVILLA;Sevilla;41006;INFIEL;;;;03/12/2018;226656;N/A;N/A;1997;N/A;N/A
9427253#1;male;28/10/1952;SEVILLA;Sevilla;41013;FIEL;21/12/2018;26/12/2018;21/12/2018;14/12/2021;32481;YARIS;YARIS hybrid Active;2020;1.5;Plata
9426554#1;female;25/09/1959;SEVILLA;Sevilla;41007;FIEL;26/12/2018;27/12/2018;26/12/2018;10/02/2022;16311;AURIS;AURIS hybrid Feel Edition;2019;1.8;Blanco Classic
9426516#1;male;17/11/1990;SAN JOSê DE LA RINCONADA;Sevilla;41300;FIEL;;31/10/2019;31/10/2019;20/04/2022;47850;TOYOTA C-HR;TOYOTA C-HR 125H eCVT 5 P. ADV;2019;1.8;Azul NÇbula
9426516#1;male;17/11/1990;SAN JOSê DE LA RINCONADA;Sevilla;41300;FIEL;;31/10/2019;31/10/2019;23/06/2022;93865;TOYOTA C-HR;TOYOTA C-HR 125H eCVT 5 P. ADV;2019;1.8;Gris Grafito
9424683#1;male;03/03/1984;DOS HERMANAS;Sevilla;41704;FIEL;19/12/2018;20/12/2018;19/12/2018;01/07/2022;58464;TOYOTA C-HR;TOYOTA C-HR 125H eCVT 5 P. ADV;2019;1.8;Gris Grafito
9424160#1;male;29/11/1968;Mairena del Alcor;Sevilla;41510;FIEL;22/04/2016;22/04/2016;30/11/2018;22/04/2022;97277;LAND CRUISER;LAND CRUISER 204D VX 5P T/M;2015;2.8;Gris Grafito
9423994#1;male;25/11/1963;DOS HERMANAS;Sevilla;41702;FIEL;02/09/2016;02/09/2016;29/11/2018;21/04/2022;67071;RAV 4;RAV4 150D 4X2 ADVANCE;2016;2.0D;Blanco Perlado
9423502#1;male;16/05/1978;SEVILLA;Sevilla;41012;FIEL;14/02/2018;14/02/2018;14/11/2018;08/07/2022;60148;VERSO;VERSO 130 Advance 7 Plazas;2017;1.6;Blanco Classic
9423429#1;male;;ARAHAL;Sevilla;41600;INFIEL;;25/10/2005;25/10/2005;27/11/2018;165380;COROLLA SEDAN;COROLLA 2.0 D4D 116 5P SOL;2004;2.0 High;AZUL OSCURO MICA MT
9422794#1;male;;SEVILLA;Sevilla;41016;INFIEL;;19/07/2005;20/01/2014;09/05/2019;179446;AVENSIS;AVENSIS 1.8 5P SOL;2003;1.8;PLATA MT
9422340#1;male;;DOS HERMANAS;Sevilla;41701;INFIEL;15/03/2016;15/03/2016;15/03/2016;19/06/2019;99592;AVENSIS;Avensis 150D TS Advance;2016;2.0D;Abisal
9422271#1;male;30/08/1986;SEVILLA;Sevilla;41015;INFIEL;26/07/2016;26/07/2016;14/06/2018;21/10/2019;63950;AVENSIS;Avensis 150D TS Advance;2016;2.0D;Gris Grafito
9422173#1;male;24/07/1956;;;;FIEL;05/06/2018;29/05/2018;29/05/2018;13/06/2022;42241;AURIS;AURIS hybrid Feel Edition;2018;1.8;Blanco Classic
9414992#1;male;12/11/1971;CARMONA;Sevilla;41410;FIEL;20/06/2022;21/06/2022;20/06/2022;24/06/2022;5;TOYOTA C-HR;TOYOTA C-HR 180H eCVT 5P ADV;2022;2.0 High;Blanco Perlado Iceberg
9404387#1;male;24/04/1969;SEVILLA;Sevilla;41019;FIEL;03/01/2019;03/01/2019;03/01/2019;09/03/2022;28624;AURIS;AURIS hybrid Feel Edition;2019;1.8;Blanco Classic
9386638#1;male;26/06/1943;ALCALµ DE GUADAIRA;Sevilla;41500;FIEL;19/12/2018;26/12/2018;19/12/2018;06/10/2021;29672;AURIS;AURIS hybrid Feel Edition;2019;1.8;Blanco Perlado
9386090#1;male;10/11/1945;NERVA;Huelva;21670;INFIEL;05/06/2018;05/06/2018;18/12/2018;10/12/2018;8976;YARIS;YARIS 1.0 5P LUNA;2018;1.0;Plata
9362157#1;male;09/04/1974;SEVILLA;Sevilla;41014;FIEL;27/12/2018;27/12/2018;27/12/2018;27/10/2021;39726;TOYOTA C-HR;TOYOTA C-HR 125H eCVT 5 P. ADV;2019;1.8;Gris Diamante
935020#1;N/A;;SEVILLA;Sevilla;41004;INFIEL;;23/04/2004;23/04/2004;;;YARIS;YARIS 1.3 5P SOL AUTO;2004;1.3;AZUL OSCURO MM
9339718#1;male;;MEDELL÷N;Badajoz;6411;INFIEL;;31/08/2006;31/08/2006;11/12/2018;196726;AVENSIS;AVENSIS 2.2 177 5P EXECUTIVE;2006;2.2 High;PLATA MT
9331995#1;male;13/11/1985;ARAHAL;Sevilla;41600;FIEL;;28/06/2019;28/06/2019;26/07/2021;35199;RAV 4;RAV4 HYBRID 4X2 ADVANCE;2020;2.5;Urban Khaki
